latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,0,5,5,linear,-0.0005674561252817512,-0.6274970173835754,0.6944381594657898,0.10048912465572357,-0.23614487051963806,-0.00682598864659667,-0.18385913968086243,0.24627329409122467,-0.4024258255958557,-0.8025587797164917,-0.4469437897205353,0.7780939936637878,-0.08699434250593185,-1.6622754335403442,1.0553206205368042,0.37147682905197144,-0.09586009383201599,0.3332759141921997,0.8775984644889832,-1.3369256258010864,-0.0034736215602606535,0.284991055727005,-0.38350290060043335,0.8821035623550415,0.9914030432701111,-0.014980124309659004,1.0909087657928467,-0.9631907939910889,-0.2752554714679718,0.25187885761260986
0,0,1,5,4,softsign,-0.013722912408411503,0.006047803442925215,-0.012183651328086853,0.004356501158326864,-1.0610684156417847,0.14025141298770905,0.30452588200569153,1.1515402793884277,1.0464539527893066,0.15550482273101807,-0.19187648594379425,-0.5328364968299866,-0.8108099699020386,0.23471343517303467,-0.06599949300289154,0.04627519100904465,-1.042627215385437,0.1764499992132187,0.5792328119277954,-0.2565096914768219,-0.9112272262573242,-0.6612322926521301,-0.26986536383628845,1.5644336938858032
0,0,2,4,3,softsign,-0.6774117350578308,0.660477340221405,2.684828042984009,-2.5934925079345703,-2.457052230834961,1.0887843370437622,0.5503801107406616,1.1153523921966553,1.3098167181015015,1.5096598863601685,0.32854923605918884,0.7861056923866272,-1.1764624118804932,-1.3030364513397217,1.453635811805725
0,0,3,3,2,softsign,1.3636723756790161,1.4540892839431763,0.8305118083953857,-0.4982469081878662,-0.072846420109272,2.7801198959350586,-0.5923117995262146,-0.1355438381433487
0,0,4,2,1,linear,-2.622964859008789,-1.2443645000457764,1.8060318231582642
