latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
1,1,0,,11,"B4,B5,B6,B7,B8A,B9,B11,B12,SZA,SAA,ALT"
0,0,1,11,11,linear,-0.2744024693965912,-0.08463995903730392,-0.2055942416191101,-0.20557203888893127,0.438942015171051,-0.43864986300468445,0.0750359371304512,-0.1902274787425995,0.24748201668262482,0.33344021439552307,-0.4748865067958832,0.2861765921115875,-0.17288997769355774,0.7088435888290405,0.2910875678062439,-0.49537888169288635,-0.23797979950904846,0.0712127760052681,0.40144890546798706,0.06968522816896439,-0.7164236307144165,0.6427514553070068,0.2838772237300873,0.28066736459732056,-0.34008362889289856,-0.11856330186128616,0.6668285131454468,0.4450923204421997,0.04112536087632179,0.4165859520435333,-0.5060372948646545,0.4135887920856476,-0.20207883417606354,0.5968194007873535,0.7859068512916565,-0.627479076385498,0.48885205388069153,-0.07077760994434357,-0.29764285683631897,0.13837577402591705,-0.1320047378540039,0.09844043105840683,-0.6139786839485168,0.11577527225017548,-0.7891558408737183,-0.6415597200393677,-0.20692896842956543,-0.8648896217346191,-0.3707078993320465,0.6658958792686462,0.538813054561615,-0.25250864028930664,0.08042772114276886,0.19555805623531342,0.030719764530658722,-0.029032345861196518,-0.2281784564256668,-0.04222286865115166,0.1606772243976593,0.19244112074375153,0.24201534688472748,-0.5859904885292053,-0.5272855162620544,-0.10481122881174088,-0.08690103143453598,0.12945596873760223,-0.004520972725003958,-0.009750733152031898,0.7275453805923462,0.6456610560417175,0.13109882175922394,-0.07686011493206024,0.12380796670913696,0.3029860556125641,0.3418646454811096,-0.5304615497589111,-0.09421152621507645,-0.12649035453796387,-0.23887589573860168,-0.023278681561350822,0.1981416940689087,-0.43822306394577026,0.37835174798965454,-0.4180668592453003,-0.48377686738967896,-0.07699030637741089,0.2991093099117279,0.07362935692071915,-0.2813005745410919,0.17671312391757965,0.2683555483818054,0.23531940579414368,-0.054716806858778,0.15191009640693665,-0.1229710504412651,-0.16039898991584778,0.11323580890893936,0.16601552069187164,-0.04196380823850632,0.1981668770313263,0.3081263303756714,-0.08738796412944794,-0.3862133026123047,0.0018222181824967265,-0.08371707797050476,0.26787900924682617,0.2636021077632904,0.023776205256581306,-0.1373523622751236,0.21183963119983673,-0.016367685049772263,-0.023672446608543396,0.14470736682415009,0.27909237146377563,-0.037910427898168564,0.25677290558815,-0.02107492834329605,-0.2398492395877838,-0.14941783249378204,0.010586516000330448,0.1368883103132248,0.04837017506361008,0.15286046266555786,-0.0870402529835701,0.37660351395606995,1.1152104139328003,0.0075517697259783745,-0.7323827743530273,0.9147533774375916,0.6147456765174866,-0.19121290743350983,1.0085073709487915
0,0,2,11,5,tansig,-0.4107467532157898,0.2176162600517273,-0.728697657585144,0.1610843986272812,-0.3762197196483612,-0.03259792551398277,0.36527085304260254,-0.8551146388053894,-0.19317497313022614,-0.2959287464618683,-0.6885653138160706,-0.04461818188428879,0.17611823976039886,0.4945192337036133,-0.16425146162509918,0.26881420612335205,-0.3183901011943817,-0.6258590817451477,-0.22698134183883667,-0.7253007888793945,0.7435129880905151,0.1938115805387497,-0.269685834646225,0.14260180294513702,-0.6188070774078369,0.3681904375553131,0.07884187251329422,0.5907548069953918,0.3596421778202057,0.22066879272460938,-0.22763168811798096,-0.39858925342559814,-0.038783375173807144,0.15552298724651337,0.5979357957839966,0.29243922233581543,-0.36399561166763306,0.1339641809463501,0.7844884991645813,-0.738114058971405,0.21912220120429993,-0.2012542486190796,0.35825544595718384,-0.3056468069553375,-0.022375524044036865,0.12621711194515228,-0.1769154965877533,-0.15275971591472626,0.9343055486679077,0.20597214996814728,0.5831068754196167,-0.12695877254009247,0.7984118461608887,-0.32516223192214966,-0.49756598472595215,0.48826393485069275,0.011590867303311825,0.49893438816070557,-0.6525824069976807,-0.518573522567749
0,0,3,5,1,linear,0.537502646446228,0.16831588745117188,0.1238972544670105,0.1286287009716034,0.5041924715042114,0.31530237197875977
