latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,1,0,,5,input_layer,B8A,B9,MSR2,OSAVI,RDVI
0,0,1,5,5,softsign,0.23156902194023132,0.8847895860671997,1.0907858610153198,-0.017819341272115707,1.825600266456604,-0.17227977514266968,0.8246335387229919,0.5034209489822388,-0.34690403938293457,1.9475822448730469,-3.1720855236053467,0.24492396414279938,0.6214295625686646,1.4889702796936035,-2.803556203842163,2.3603341579437256,0.24408166110515594,-0.5901976823806763,-1.411397099494934,2.7183632850646973,0.7898335456848145,-1.3631829023361206,-1.0391478538513184,0.5324571132659912,-2.649174690246582,0.8793291449546814,-1.178346872329712,-2.265441417694092,-0.348931223154068,-1.6010156869888306
0,0,2,5,3,softsign,1.331726312637329,-1.8560657501220703,-0.6976546049118042,-0.8269345164299011,0.6440633535385132,0.4374539256095886,0.9566553235054016,0.014055745676159859,-0.8625404834747314,0.4947803318500519,0.21123310923576355,0.799415647983551,0.36378076672554016,0.24785755574703217,2.892397880554199,-0.8521196246147156,-2.0777487754821777,2.3407912254333496
0,0,3,3,1,linear,2.5242972373962402,-1.1920967102050781,0.9836806058883667,0.9553564786911011
