latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,0,5,5,softsign,0.1444229930639267,0.36571553349494934,0.3950326144695282,0.045647021383047104,0.7644030451774597,-0.158901646733284,0.36266693472862244,0.20881548523902893,-0.2884465754032135,1.004032850265503,-1.177083134651184,0.01923058182001114,-0.033926721662282944,0.22764639556407928,0.2761242389678955,0.8184186220169067,0.15781712532043457,0.013544874265789986,-0.2215222269296646,0.02001691795885563,0.40738803148269653,-0.5742568969726562,-0.39096304774284363,0.40166884660720825,-1.2831611633300781,0.2365332692861557,-0.46801191568374634,-0.9623085856437683,-0.3448590338230133,-0.6387399435043335
0,0,1,5,3,softsign,0.5639982223510742,-0.688481330871582,-0.3782666027545929,-1.2341997623443604,0.738832950592041,-0.775510847568512,1.2557977437973022,-0.6811899542808533,0.1879209727048874,0.2892129421234131,0.37330856919288635,0.45449039340019226,0.38376012444496155,0.2684152126312256,1.4254342317581177,-0.07339365035295486,-0.7044767737388611,0.76728355884552
0,0,2,3,1,linear,2.8979222774505615,-1.416515588760376,1.9515725374221802,0.9122576117515564
