B2,B3,B4,B5,B6,B7
0.0324,0.0137,0.0045,8.0E-4,7.0E-4,3.0E-4
-0.0054,0.0136,0.0049,0.0016,0.0011,7.0E-4
-0.08605,-0.08615,-0.09835,-0.0729,-0.00935,-0.0014
-0.08705,-0.08675,-0.09835,-0.073,-0.0093,-0.0014
0.0487,0.03605,0.02815,0.02415,0.01735,0.01635
-0.1117,-0.085,-0.1004,-0.06255,0.0131,0.01985
-0.0622,-0.0294,-0.0397,-0.0247,0.0102,0.0152
-0.07285,-0.0348,-0.05065,-0.01925,0.00255,0.0094
-0.1873,-0.1327,-0.1628,-0.0958,0.0079,0.0175
-0.1823,-0.1584,-0.1786,-0.13155,-0.0013,0.00465
-0.1016,-0.0598,-0.0694,-0.047,-0.0026,0.0043
-0.1435,-0.11245,-0.1278,-0.08245,-0.0041,0.009
-0.0434,-0.02745,-0.03635,-0.02645,-0.00185,0.00135
-0.0751,-0.0379,-0.047,-0.031,0.0012,0.0111
-0.0104,0.00195,-0.00535,-2.0E-4,0.02015,0.0207
-0.03285,-0.0074,-0.02155,-0.0096,0.0046,0.01015
0.0169,0.0106,0.0041,0.0017,0.0017,0.0012
0.0166,0.0109,0.0042,0.0017,0.0018,0.0012
0.02325,0.0232,0.0165,0.01295,0.01165,0.0098
0.0141,0.0111,0.0039,0.0012,0.0012,7.0E-4
0.01155,0.00965,8.0E-4,-0.00105,0.0022,0.00225
0.015,0.0147,0.0075,0.005,0.0051,0.0059
0.0127,0.0104,0.0038,0.0016,0.005,0.0053
0.0195,0.0432,0.0286,0.1589,0.0794,0.0434
0.0383,0.0353,0.0223,0.0439,0.0274,0.0236
0.02275,0.05055,0.03935,0.2192,0.1082,0.057
0.021,0.0196,0.01135,0.01385,0.01725,0.01605
0.0253,0.0251,0.0109,0.0044,0.0043,0.0039
0.11285,0.10165,0.08775,0.14885,0.03505,0.02565
0.0387,0.0682,0.0525,0.2835,0.1111,0.0591
0.0247,0.0432,0.0326,0.295,0.092,0.0391
0.0151,0.0199,0.0146,0.0499,0.0206,0.0115
0.0416,0.0649,0.0544,0.2492,0.1209,0.063
0.0319,0.0504,0.0439,0.2107,0.1088,0.0555
0.0179,0.0449,0.0368,0.2121,0.0931,0.0517
0.0185,0.0189,0.0124,0.019,0.015,0.0132
0.0428,0.063,0.0562,0.2265,0.0988,0.0456
0.01405,0.01125,0.00405,0.00235,0.00595,0.00595
0.0153,0.0093,0.0026,5.0E-4,0.0012,0.0018
0.0165,0.0137,0.0047,6.0E-4,0.0021,0.0039
0.0192,0.0315,0.0131,0.07705,0.0365,0.02345
0.0209,0.0502,0.0339,0.2349,0.0892,0.0463
0.14435,0.16735,0.15755,0.32345,0.1076,0.0645
0.0407,0.0643,0.04985,0.24505,0.0925,0.04225
0.054,0.07315,0.06425,0.2727,0.0679,0.0337
0.0138,0.0358,0.0197,0.242,0.0739,0.031
0.0373,0.0567,0.0492,0.2226,0.0632,0.0336
0.0074,0.0144,0.0088,0.0521,0.0182,0.0076
0.0253,0.0494,0.0351,0.2469,0.077,0.0354
0.01235,0.02935,0.01875,0.1481,0.05815,0.029
0.1167,0.1252,0.1113,0.2464,0.0935,0.0476
0.09575,0.083,0.0587,0.2693,0.0464,0.03
0.0279,0.0446,0.0252,0.1722,0.0621,0.0326
0.2717,0.286,0.283,0.334,0.0823,0.063
0.0158,0.02895,0.0176,0.12255,0.04335,0.0241
0.0218,0.044,0.0294,0.2569,0.0949,0.0445
0.8067,0.7973,0.8005,0.6863,0.1033,0.1142
0.02835,0.0358,0.0127,0.0556,0.01645,0.01005
0.1688,0.1852,0.1825,0.3022,0.0871,0.0664
0.12015,0.1509,0.13365,0.3835,0.08555,0.04555
0.0327,0.05,0.0302,0.1462,0.04055,0.0296
0.0282,0.0439,0.0339,0.2192,0.0529,0.0271
0.0396,0.055,0.0431,0.2511,0.0862,0.0465
0.0241,0.0411,0.0261,0.2093,0.0865,0.0398
0.0282,0.0485,0.0323,0.2716,0.1033,0.0532
0.0527,0.0803,0.0709,0.3449,0.1404,0.0846
0.0207,0.0386,0.0219,0.25605,0.0788,0.03455
0.04585,0.0714,0.06535,0.2864,0.1612,0.09595
0.13535,0.1678,0.17135,0.33135,0.12985,0.0911
0.025,0.0417,0.03105,0.23885,0.0791,0.0396
0.2146,0.2529,0.274,0.3663,0.1597,0.1015
0.0157,0.0337,0.0229,0.2067,0.0647,0.0325
0.0179,0.0325,0.0193,0.19485,0.05895,0.02535
0.034,0.0564,0.0504,0.2818,0.111,0.0566
0.0323,0.0477,0.0434,0.2638,0.1031,0.06045
0.0352,0.0532,0.0489,0.2597,0.1257,0.0696
0.0235,0.0372,0.0253,0.2041,0.0701,0.0307
0.0746,0.07,0.0666,0.2814,0.1392,0.0894
0.0454,0.05995,0.05185,0.19725,0.06575,0.03055
0.32335,0.34275,0.3374,0.41235,0.0468,0.0567
0.0291,0.0664,0.0342,0.2465,0.097,0.0459
0.0252,0.046,0.0333,0.1933,0.0783,0.0402
0.031,0.04825,0.0375,0.17415,0.0847,0.039
0.02685,0.0419,0.0317,0.15395,0.0663,0.04145
0.0305,0.05005,0.0356,0.15585,0.08005,0.0444
0.02935,0.0459,0.04155,0.1943,0.0936,0.0509
0.0266,0.044,0.0344,0.1772,0.0767,0.0453
0.0288,0.0432,0.032,0.16515,0.0768,0.0365
0.053,0.0671,0.0584,0.2096,0.0646,0.0318
0.25035,0.26925,0.2632,0.3268,0.1376,0.1154
0.0276,0.0382,0.02965,0.1581,0.0628,0.0398
0.0232,0.0356,0.02545,0.14865,0.0617,0.0365
0.027,0.026,0.0213,0.0329,0.0171,0.0098
0.0314,0.0481,0.0287,0.2116,0.084,0.0395
0.031,0.04065,0.02965,0.1683,0.08,0.04115
0.0341,0.0514,0.03715,0.1822,0.08695,0.0485
0.0249,0.05,0.0377,0.1769,0.0875,0.0439
0.0719,0.0927,0.0585,0.2506,0.1443,0.0791
0.03345,0.05005,0.04115,0.181,0.0754,0.0394
0.0311,0.0549,0.0397,0.1582,0.0699,0.0522
0.0396,0.0628,0.05605,0.17995,0.07945,0.05905
0.0923,0.10475,0.11395,0.2074,0.2124,0.1424
0.22,0.2425,0.2105,0.2806,0.0501,0.0498
0.0696,0.0683,0.0406,0.1716,0.0452,0.0371
0.0111,0.0284,0.0174,0.125,0.0276,0.0249
0.32555,0.32985,0.3191,0.41055,0.0412,0.0433
0.02045,0.03155,0.0248,0.1407,0.0598,0.038
0.1676,0.1937,0.1862,0.3135,0.0591,0.0584
0.04825,0.0847,0.0487,0.2251,0.07445,0.04495
0.05145,0.07115,0.06235,0.14055,0.06795,0.04085
0.03015,0.06665,0.0412,0.26565,0.08515,0.0488
0.0426,0.0586,0.0495,0.2214,0.0819,0.0544
0.0322,0.0423,0.0355,0.136,0.0684,0.0408
0.06195,0.0768,0.07175,0.25955,0.1218,0.07115
0.0385,0.0523,0.0448,0.1746,0.0514,0.0269
0.0477,0.0687,0.065,0.2719,0.1068,0.069
0.0583,0.0742,0.069,0.2225,0.0693,0.0476
0.054,0.0751,0.0637,0.2637,0.0969,0.0573
0.0286,0.0471,0.0338,0.1305,0.0563,0.0334
0.0222,0.0364,0.0267,0.16275,0.0682,0.03455
0.0192,0.03205,0.02495,0.1392,0.05265,0.0267
0.03345,0.05205,0.03815,0.1819,0.0765,0.04095
0.02265,0.0398,0.0254,0.16745,0.07915,0.0422
0.0333,0.053,0.0369,0.3005,0.1358,0.074
0.03165,0.05355,0.0471,0.2606,0.11095,0.0559
0.02395,0.04125,0.0279,0.21715,0.0985,0.05005
0.03155,0.0509,0.0419,0.21085,0.10955,0.06005
0.0189,0.0327,0.0252,0.1514,0.0634,0.0366
0.0332,0.0569,0.0518,0.242,0.1236,0.0643
0.0263,0.04415,0.0384,0.197,0.1042,0.056
0.0384,0.0633,0.0441,0.1788,0.1081,0.0648
0.02935,0.05035,0.04535,0.2127,0.10815,0.05475
0.0413,0.0681,0.05865,0.2566,0.1287,0.0556
0.0483,0.0707,0.0751,0.254,0.1694,0.1055
0.0391,0.0624,0.055,0.2288,0.1057,0.0575
0.03955,0.0648,0.067,0.2771,0.12295,0.06165
0.0322,0.0556,0.0434,0.2802,0.1403,0.0687
0.02785,0.0498,0.04145,0.25545,0.1209,0.06155
0.04,0.0542,0.0624,0.2763,0.1231,0.0674
0.0535,0.07735,0.07765,0.334,0.16285,0.09185
0.0625,0.0834,0.0946,0.3035,0.1359,0.0897
0.04435,0.06885,0.0677,0.2825,0.14345,0.07945
0.0316,0.05695,0.05475,0.30855,0.11565,0.05575
0.0532,0.0795,0.07075,0.2301,0.1015,0.058
0.0356,0.0668,0.0501,0.2525,0.107,0.0585
0.04255,0.0711,0.08025,0.2816,0.18145,0.1046
0.0548,0.0941,0.112,0.3599,0.1774,0.1134
0.056,0.0906,0.1089,0.3672,0.1732,0.1121
0.0709,0.1079,0.1559,0.3492,0.2022,0.1196
0.0373,0.06395,0.04795,0.2596,0.11115,0.06115
0.028,0.0524,0.0498,0.26405,0.1199,0.05455
0.04005,0.05975,0.06095,0.29655,0.1163,0.05325
0.0977,0.1122,0.1068,0.2873,0.1115,0.0611
0.0373,0.0744,0.0562,0.2387,0.094,0.049
0.0475,0.0819,0.0676,0.3373,0.1333,0.0666
0.0501,0.0815,0.0969,0.3454,0.1965,0.1193
0.0754,0.1107,0.1424,0.3434,0.2097,0.1726
0.0967,0.13795,0.16895,0.38925,0.2616,0.1719
0.0277,0.054,0.0462,0.3027,0.1293,0.0737
0.0791,0.11095,0.13455,0.29445,0.2549,0.2036
0.0493,0.069,0.075,0.3438,0.1562,0.0883
0.0905,0.1296,0.1628,0.3854,0.2006,0.1494
0.0396,0.0668,0.081,0.287,0.138,0.079
0.08525,0.1237,0.16005,0.4247,0.14915,0.1403
0.09205,0.11665,0.14545,0.45715,0.18565,0.136
0.0765,0.1014,0.1347,0.3766,0.1668,0.129
0.3846,0.3858,0.3819,0.3309,0.0178,0.0154
0.17035,0.17505,0.1547,0.11025,0.01895,0.0168
0.148,0.1548,0.1408,0.1037,0.01155,0.00985
0.0324,0.0499,0.0454,0.0301,0.0198,0.0167
0.0299,0.03855,0.0307,0.0184,0.01545,0.01285
0.2191,0.2105,0.1823,0.1112,0.008,0.0088
0.18175,0.19405,0.1735,0.1055,0.01225,0.009
0.1198,0.1131,0.0867,0.0648,0.0122,0.0112
0.0425,0.0563,0.0489,0.2463,0.1219,0.0719
0.0246,0.04295,0.03545,0.2006,0.06805,0.0399
0.0193,0.0415,0.0283,0.1763,0.0623,0.0333
0.02425,0.0513,0.0385,0.27895,0.1124,0.0553
0.0219,0.0411,0.0321,0.1794,0.0709,0.0434
0.0466,0.0766,0.0732,0.2525,0.1207,0.0692
0.0189,0.0402,0.0254,0.1802,0.056,0.0328
0.0304,0.0522,0.0481,0.255,0.1043,0.0614
-0.1796,-0.1479,-0.1826,-0.1359,0.0419,0.061
0.0585,0.0575,0.0495,0.0505,0.0534,0.0466
0.0765,0.0734,0.066,0.0668,0.0594,0.0435
0.1977,0.1995,0.19605,0.2041,0.16405,0.1167
-0.0809,-0.0697,-0.0799,-0.0634,0.0618,0.0645
0.4991,0.4812,0.4878,0.4847,0.2937,0.1785
0.07325,0.07965,0.06185,0.0798,0.11155,0.09615
0.1342,0.1469,0.1216,0.154,0.1907,0.1567
0.3408,0.3068,0.2836,0.282,0.2195,0.1561
0.117,0.12055,0.10475,0.11715,0.1205,0.0994
0.1341,0.14175,0.13055,0.14245,0.13525,0.10755
-0.0818,-0.0473,-0.059,-0.0414,0.00735,0.0178
-0.0942,-0.057,-0.0695,-0.0496,-0.0055,6.0E-4
-0.0596,-0.0328,-0.0461,-0.033,4.0E-4,0.0073
0.0285,0.013,0.0049,0.0017,0.0017,0.0012
0.0266,0.0123,0.0044,0.0014,0.0013,9.0E-4
-0.0437,0.0015,-0.0214,0.0029,0.0025,0.0021
-0.08385,-0.0475,-0.065,-0.0331,0.0199,0.02485
-0.0696,-0.0372,-0.0483,-0.0337,0.0028,0.0082
-0.0708,-0.03615,-0.04585,-0.02895,0.0023,0.014
-0.0885,-0.04995,-0.05965,-0.04085,-0.002,0.00135
-0.1055,-0.0619,-0.0713,-0.049,-0.0037,0.0033
-0.14625,-0.1015,-0.1209,-0.07525,-1.5E-4,0.0028
-0.11295,-0.07035,-0.087,-0.0433,0.01715,0.03135
0.0172,0.0106,0.0035,8.0E-4,0.0116,0.0162
-0.0938,-0.0603,-0.0709,-0.0512,-0.0044,9.0E-4
-0.0092,-0.0061,-0.0127,-0.0114,-0.0011,7.0E-4
0.0163,0.0109,0.0043,0.0016,0.0017,0.0012
0.00405,0.00245,-0.0039,-0.00415,0.00785,0.00955
0.0174,0.0101,0.0033,8.0E-4,9.0E-4,9.0E-4
0.0304,0.0188,0.0087,0.0036,0.0036,0.0036
0.01055,0.0082,0.00265,0.0019,0.00275,0.0023
-0.00435,5.0E-4,-0.0052,-0.00495,2.0E-4,9.0E-4
-0.0032,8.5E-4,-0.0053,-0.00535,-2.0E-4,0.0015
0.0089,0.0109,0.0042,0.0012,0.0025,0.0032
0.0145,0.0121,0.00525,0.0036,0.00395,0.00345
0.0131,0.011,0.0045,0.0015,0.0047,0.0044
0.00975,0.00965,0.00355,0.00385,0.00885,0.008
0.0162,0.0206,0.0099,0.0281,0.03,0.0276
0.0056,0.0045,-8.0E-4,-0.0014,0.0085,0.0118
0.0146,0.0305,0.0166,0.1,0.0483,0.0295
0.0562,0.0682,0.0592,0.2166,0.1097,0.062
0.0161,0.0194,0.01005,0.01195,0.01035,0.00905
0.0785,0.08855,0.077,0.23075,0.0544,0.0238
0.1289,0.1453,0.13495,0.23125,0.06195,0.0299
0.0294,0.0486,0.03765,0.199,0.08225,0.03775
0.1658,0.1912,0.1851,0.3027,0.0817,0.036
0.01825,0.0168,0.00935,0.01015,0.0094,0.00845
0.0193,0.0164,0.0067,0.0098,0.0101,0.0094
0.03455,0.0556,0.04675,0.2292,0.0805,0.03705
0.0692,0.0694,0.0581,0.2711,0.1001,0.0527
0.0139,0.0253,0.0126,0.1409,0.0461,0.0197
0.03485,0.0567,0.0413,0.2808,0.08565,0.0395
0.0843,0.10345,0.09385,0.2846,0.11165,0.0592
0.1233,0.13795,0.129,0.296,0.07515,0.04265
0.02385,0.04545,0.03195,0.2846,0.06655,0.0387
0.01565,0.0146,0.0017,-3.0E-4,0.00405,0.0046
0.2467,0.2465,0.2318,0.2704,0.0637,0.0472
0.1647,0.11,0.0877,0.1689,0.0245,0.01745
0.2372,0.26035,0.25665,0.41725,0.1732,0.106
0.4904,0.4822,0.4022,0.3072,0.0452,0.0494
0.3635,0.3903,0.3812,0.4399,0.079,0.0621
0.2141,0.2237,0.2042,0.2332,0.043,0.0291
0.01245,0.0417,0.0183,0.29225,0.08475,0.0363
0.0248,0.0464,0.0327,0.2257,0.09135,0.04165
0.01075,0.02835,0.014,0.16855,0.0507,0.0265
1.05955,1.1033,1.12785,1.0134,0.0829,0.0905
0.1898,0.21235,0.20755,0.48795,0.1831,0.11285
0.3825,0.3942,0.3897,0.3971,0.08335,0.07015
0.01785,0.04165,0.02255,0.22865,0.07255,0.03105
0.0188,0.0357,0.0217,0.2312,0.065,0.0286
0.02565,0.0469,0.02955,0.2607,0.0808,0.03625
0.016,0.0338,0.0202,0.1862,0.0767,0.0355
0.01425,0.0288,0.0204,0.15225,0.0533,0.02725
0.0185,0.03745,0.0251,0.2688,0.08555,0.03835
0.028,0.04695,0.0366,0.1698,0.0528,0.02995
0.0216,0.0405,0.0312,0.1865,0.0564,0.0359
0.0248,0.044,0.0358,0.2611,0.1031,0.0477
0.0147,0.0355,0.0247,0.213,0.0779,0.0378
0.0172,0.0409,0.0223,0.2664,0.0834,0.0362
0.461,0.43925,0.4045,0.34725,0.06005,0.0581
0.5555,0.5819,0.5775,0.52935,0.1028,0.08025
0.0366,0.0568,0.0437,0.2829,0.1051,0.0507
0.0414,0.05915,0.0469,0.18895,0.06925,0.03245
0.08665,0.0971,0.0762,0.23745,0.08975,0.0529
0.0182,0.02735,0.02005,0.1379,0.0455,0.0266
0.0313,0.0418,0.0343,0.1675,0.0751,0.0425
0.0299,0.04435,0.037,0.21265,0.05955,0.02815
0.16015,0.18125,0.17335,0.31315,0.1021,0.0566
0.02765,0.04715,0.03295,0.18405,0.08475,0.0446
0.0266,0.03975,0.0269,0.1324,0.0755,0.04545
0.02545,0.02235,0.0158,0.02455,0.0116,0.00955
0.0201,0.0448,0.0246,0.2219,0.0696,0.0358
0.01705,0.0322,0.02245,0.1701,0.05745,0.0309
0.0134,0.0294,0.0174,0.1553,0.054,0.03205
0.0339,0.0489,0.0355,0.1758,0.0757,0.0361
0.02915,0.05,0.0358,0.26515,0.06845,0.04235
0.0265,0.0473,0.03115,0.14625,0.0678,0.0359
0.0734,0.09185,0.08615,0.2524,0.0976,0.057
0.34135,0.3531,0.3445,0.3842,0.0406,0.05285
0.0941,0.1225,0.09025,0.18165,0.0455,0.0399
0.0264,0.0536,0.034,0.153,0.0626,0.0458
0.26395,0.28275,0.28355,0.36185,0.0729,0.0642
0.1913,0.2109,0.2116,0.2644,0.0476,0.0497
0.02075,0.05105,0.04115,0.125,0.03515,0.0305
0.11745,0.1342,0.0981,0.21505,0.1397,0.0781
0.0778,0.0926,0.0882,0.2376,0.1093,0.0511
0.0212,0.0313,0.0259,0.1477,0.0391,0.0271
0.12025,0.11905,0.10595,0.2414,0.0414,0.04395
0.0325,0.0617,0.0412,0.2587,0.1043,0.0528
0.1355,0.1498,0.1136,0.2182,0.08075,0.05855
0.0779,0.0845,0.051,0.2038,0.0916,0.0449
0.0633,0.0792,0.0433,0.2564,0.0834,0.0489
0.0315,0.04845,0.03505,0.1742,0.07365,0.0357
0.0592,0.0749,0.064,0.1813,0.0645,0.0372
0.2755,0.3032,0.3083,0.3686,0.0771,0.0664
0.5236,0.54045,0.55205,0.59055,0.0519,0.0595
0.0471,0.0672,0.0598,0.1456,0.045,0.0247
0.04445,0.058,0.05295,0.18935,0.07895,0.0412
0.06255,0.09095,0.08155,0.19615,0.0498,0.02865
0.0558,0.0758,0.0611,0.2528,0.106,0.05955
0.0265,0.0434,0.0336,0.187,0.0919,0.0477
0.0316,0.0518,0.0436,0.2322,0.122,0.064
0.0885,0.1094,0.1187,0.3473,0.1598,0.0903
0.0335,0.0516,0.0448,0.2597,0.1231,0.0721
0.0363,0.0613,0.0596,0.2906,0.1818,0.0993
0.0258,0.0457,0.03585,0.2234,0.1029,0.05095
0.02615,0.04735,0.03335,0.2635,0.12115,0.06025
0.02765,0.061,0.0472,0.3022,0.14295,0.06925
0.02595,0.0531,0.04305,0.23225,0.13675,0.06905
0.0332,0.0468,0.05065,0.27135,0.1217,0.065
0.03465,0.0587,0.0609,0.2427,0.11965,0.05845
0.0538,0.0737,0.07605,0.20495,0.1005,0.0542
0.0253,0.0493,0.041,0.2934,0.1239,0.0645
0.0336,0.0491,0.0383,0.2647,0.1165,0.0661
0.0354,0.0525,0.0521,0.3049,0.1477,0.0747
0.0309,0.0535,0.0596,0.2487,0.11665,0.06295
0.0411,0.0635,0.0506,0.3086,0.1367,0.0728
0.027,0.0547,0.0471,0.27745,0.1016,0.0578
0.04395,0.0595,0.05305,0.296,0.11825,0.0633
0.0223,0.0503,0.0427,0.2162,0.0996,0.0564
0.0303,0.0717,0.0415,0.2819,0.1096,0.0614
0.0217,0.0468,0.033,0.2491,0.1048,0.0518
0.0177,0.0447,0.02465,0.1971,0.07665,0.0402
0.03295,0.06075,0.0486,0.3255,0.13135,0.05845
0.03385,0.06085,0.05725,0.3448,0.1488,0.0787
0.0467,0.0813,0.1128,0.3114,0.138,0.0931
0.2014,0.19905,0.1673,0.3582,0.1188,0.06935
0.0362,0.0705,0.0611,0.3175,0.174,0.1022
0.04405,0.075,0.08335,0.3808,0.16285,0.09095
0.0821,0.0916,0.1055,0.2972,0.1405,0.0661
0.0573,0.0921,0.114,0.3714,0.194,0.1044
0.0393,0.0658,0.06445,0.3075,0.1468,0.07875
0.0322,0.05675,0.0488,0.26515,0.13125,0.07105
0.0302,0.0616,0.0609,0.2441,0.142,0.0827
0.0313,0.0552,0.0595,0.281,0.1442,0.0833
0.0711,0.1172,0.1227,0.5156,0.1455,0.126
0.0598,0.0951,0.1032,0.3251,0.2049,0.1331
0.0525,0.08335,0.0933,0.32695,0.1575,0.09515
0.0845,0.1156,0.14505,0.3823,0.18275,0.14895
0.0947,0.1355,0.1704,0.45935,0.1995,0.19195
0.0612,0.0903,0.1191,0.3625,0.1536,0.1089
0.03165,0.06115,0.05535,0.26315,0.1215,0.07
0.045,0.0765,0.0688,0.3396,0.1746,0.1019
0.03355,0.0604,0.0638,0.29565,0.12355,0.0622
0.0254,0.0513,0.0421,0.3102,0.1276,0.0588
0.0335,0.054,0.04675,0.2696,0.1177,0.06395
0.0468,0.0834,0.0833,0.338,0.1732,0.1126
0.0374,0.06235,0.0625,0.26175,0.1265,0.0661
0.0488,0.0713,0.0789,0.3098,0.143,0.0905
0.0238,0.049,0.0364,0.2382,0.1087,0.052
0.03185,0.0488,0.044,0.25,0.1111,0.0563
0.0294,0.0459,0.0396,0.2272,0.1065,0.05145
0.031,0.04955,0.04585,0.24025,0.10935,0.05625
0.0322,0.0519,0.0496,0.2334,0.0973,0.053
0.0367,0.0532,0.0527,0.2713,0.1122,0.0631
0.0303,0.0498,0.0511,0.2533,0.1096,0.0542
0.03375,0.06095,0.0536,0.2714,0.12635,0.08265
0.04025,0.0609,0.0524,0.29145,0.11475,0.0595
0.03215,0.0483,0.03715,0.2175,0.0995,0.0498
0.0137,0.02745,0.02105,0.15375,0.06715,0.0367
0.0272,0.0441,0.0422,0.2345,0.1056,0.0544
0.0244,0.0435,0.0359,0.2304,0.0826,0.0486
0.02255,0.05665,0.037,0.2567,0.0765,0.04385
0.0365,0.0648,0.0499,0.2338,0.0891,0.0506
0.02535,0.0534,0.0391,0.20975,0.0915,0.0445
0.0554,0.0516,0.0427,0.0438,0.0478,0.0419
0.0158,0.0138,0.0045,0.0071,0.0197,0.0204
-0.06405,-0.06505,-0.0688,-0.06755,0.0255,0.03455
-0.0563,-0.0546,-0.06105,-0.0564,0.0207,0.02705
0.0431,0.0408,0.0327,0.0347,0.0421,0.0374
0.0781,0.086,0.0517,0.0814,0.139,0.1143
0.0704,0.0759,0.0355,0.0665,0.1269,0.1056
0.4019,0.3838,0.3807,0.3842,0.2796,0.1951
0.2173,0.2056,0.1793,0.1944,0.1884,0.1442
0.2577,0.243,0.2225,0.2344,0.2157,0.1672
0.2377,0.2241,0.2007,0.2137,0.204,0.1592
0.4699,0.4248,0.4119,0.3974,0.269,0.1852
0.5031,0.4603,0.4546,0.4412,0.3006,0.2119
0.5274,0.4772,0.4706,0.4522,0.3063,0.216
-0.0648,-0.0355,-0.0471,-0.0324,6.0E-4,2.0E-4
0.02155,0.01945,0.00955,0.012,0.02275,0.02275
-0.0631,-0.03,-0.0392,-0.02,6.0E-4,1.0E-4
-0.08765,-0.0923,-0.09735,-0.0954,-0.005,0.00775
-0.0894,-0.0492,-0.0579,-0.0372,7.0E-4,0.0116
-0.14955,-0.10305,-0.1232,-0.0777,-0.0021,0.00125
-0.076,-0.0407,-0.0509,-0.035,9.0E-4,4.0E-4
0.02105,0.01385,0.00635,0.00475,0.0066,0.00565
0.0188,0.0107,0.0035,0.001,0.0011,7.0E-4
0.01845,0.01275,0.0057,0.00455,0.0068,0.0107
0.0197,0.0112,0.0043,0.0016,0.0015,0.0011
0.02005,0.0141,0.0069,0.00515,0.02015,0.0176
0.0042,0.0014,-0.005,-0.0052,0.00485,0.0084
0.02475,0.01765,0.0098,0.0065,0.00725,0.00805
0.0188,0.0125,0.0055,0.0032,0.0029,0.0025
0.0136,0.01095,0.0042,0.00295,0.0055,0.0048
0.0033,0.0013,-0.00485,-0.0048,4.0E-4,0.00105
0.0105,0.0111,0.004,0.0022,0.0034,0.0038
0.0104,0.00785,-1.5E-4,-0.0011,0.00445,0.0045
0.0139,0.0107,0.004,0.0017,0.0041,0.0047
0.01425,0.0099,0.0036,0.0016,0.0034,0.0038
0.0155,0.0144,0.00835,0.0069,0.00695,0.00585
0.0159,0.0246,0.0143,0.0228,0.0164,0.0135
0.01435,0.01725,0.0058,0.0049,0.00355,0.0036
0.03295,0.0356,0.02325,0.0679,0.03885,0.02905
0.0369,0.0525,0.0436,0.1701,0.0685,0.0315
0.0253,0.04625,0.0333,0.2453,0.0777,0.03345
0.04095,0.06355,0.05275,0.23045,0.11185,0.0555
0.04055,0.0565,0.0476,0.21705,0.0633,0.028
0.02965,0.0554,0.0415,0.22055,0.09515,0.0459
0.0347,0.05645,0.04415,0.23675,0.08855,0.04155
0.0205,0.0391,0.03485,0.182,0.10395,0.0581
0.01995,0.01935,0.0111,0.0113,0.01125,0.01075
0.0277,0.0489,0.0433,0.2354,0.1499,0.0833
0.0934,0.117,0.1133,0.2653,0.0681,0.0369
0.0137,0.0084,-7.5E-4,0.00335,0.00355,0.00345
0.0477,0.0681,0.0609,0.2218,0.0825,0.0429
0.1349,0.15595,0.14585,0.28245,0.0697,0.04385
0.0146,0.0313,0.0219,0.1776,0.0655,0.0316
0.02805,0.05065,0.04065,0.23655,0.0881,0.04515
0.0436,0.0596,0.0505,0.2275,0.0806,0.0666
0.56015,0.5811,0.5751,0.52855,0.09305,0.0857
0.0149,0.0116,-1.0E-4,-0.0016,0.0013,0.0029
0.35405,0.3705,0.3649,0.3613,0.08395,0.07705
0.2678,0.2846,0.28,0.3009,0.1199,0.1125
0.8807,0.89345,0.9003,0.8187,0.10195,0.0995
0.28125,0.28215,0.27135,0.34855,0.09795,0.0701
0.0332,0.0368,0.0115,0.03675,0.0144,0.0099
0.70575,0.68105,0.66215,0.54555,0.05955,0.07915
0.861,0.8677,0.8539,0.6895,0.1215,0.1284
0.3429,0.357,0.3559,0.3634,0.1328,0.0803
0.2205,0.20645,0.1965,0.27305,0.07205,0.0556
0.03155,0.0597,0.04245,0.31035,0.0974,0.05045
1.04435,1.085,1.08645,0.9499,0.1064,0.10605
0.0521,0.0644,0.0538,0.2048,0.0585,0.0257
0.02355,0.0483,0.02715,0.24975,0.07345,0.03475
0.0387,0.0556,0.04575,0.2156,0.05505,0.0335
0.04635,0.0677,0.0577,0.2275,0.0843,0.04235
0.0257,0.0485,0.0293,0.218,0.0855,0.0404
0.02545,0.04445,0.03225,0.2508,0.09905,0.0493
0.0245,0.0459,0.034,0.2307,0.0874,0.0431
0.01715,0.03735,0.0236,0.2028,0.0691,0.03155
0.0172,0.0359,0.0183,0.1936,0.0793,0.0337
0.0186,0.03525,0.02535,0.2101,0.08345,0.03775
0.0146,0.0343,0.02095,0.2303,0.07495,0.03115
0.02455,0.0431,0.03265,0.23335,0.07425,0.03215
0.0162,0.0317,0.0195,0.173,0.0538,0.0257
0.01505,0.02915,0.01925,0.20455,0.0752,0.03835
0.0134,0.034,0.0195,0.1819,0.0503,0.0226
0.05865,0.0781,0.0705,0.20745,0.0626,0.03285
0.0156,0.03235,0.02515,0.1831,0.0567,0.0271
0.0206,0.0355,0.0272,0.1764,0.0775,0.0419
0.04655,0.0822,0.0502,0.22115,0.08015,0.0431
0.0625,0.093,0.0817,0.2035,0.1422,0.088
0.0257,0.058,0.0318,0.1924,0.0839,0.0456
0.03125,0.05165,0.0336,0.17855,0.0721,0.0367
0.08255,0.0913,0.0815,0.2178,0.0799,0.0422
0.06615,0.0838,0.0905,0.155,0.12645,0.09945
0.056,0.0709,0.0317,0.1509,0.0495,0.0269
0.0201,0.0364,0.0216,0.1514,0.0731,0.0382
0.022,0.0455,0.0269,0.2391,0.0795,0.0374
0.0364,0.0391,0.0278,0.0924,0.0499,0.024
