B2,B3,B4,B5,B6,B7
0.0479,0.0877,0.0679,0.2287,0.0798,0.0414
0.0267,0.0338,0.0208,0.1331,0.0512,0.0248
0.0798,0.0901,0.086,0.2312,0.122,0.0744
0.11215,0.12955,0.07665,0.19755,0.03315,0.02205
0.5163,0.4603,0.3945,0.3265,0.0516,0.0603
0.0397,0.0578,0.0453,0.2695,0.0591,0.0319
0.82575,0.8591,0.87425,0.77295,0.0583,0.0638
0.91055,0.93625,0.93205,0.81745,0.15435,0.1535
0.44155,0.38915,0.3605,0.32155,0.0363,0.0337
0.60925,0.54775,0.5354,0.4785,0.0367,0.0446
0.0187,0.0408,0.0221,0.1843,0.0548,0.0312
0.1992,0.2279,0.214,0.2096,0.1422,0.11
0.2526,0.2199,0.1917,0.21925,0.0542,0.04755
0.4269,0.29185,0.20965,0.1389,0.0244,0.02535
0.5069,0.5223,0.5293,0.55055,0.06275,0.07365
1.0402,1.0286,1.0469,0.9927,0.1624,0.1753
0.2423,0.2175,0.1941,0.2583,0.0548,0.0634
0.64575,0.6477,0.6503,0.65395,0.14385,0.1451
0.662,0.6257,0.6016,0.556,0.0743,0.0788
0.5749,0.55155,0.53595,0.5056,0.10315,0.1151
0.7555,0.7435,0.7501,0.7032,0.1429,0.158
0.4297,0.457,0.4623,0.5239,0.1103,0.0904
0.2831,0.302,0.3197,0.3881,0.1603,0.1432
0.01505,0.03265,0.0271,0.16405,0.04465,0.0298
0.0171,0.0366,0.0268,0.1621,0.039,0.0238
0.1343,0.1689,0.1635,0.2901,0.0885,0.0723
0.03295,0.05525,0.04935,0.19505,0.06085,0.0433
0.0511,0.0669,0.0638,0.2133,0.0488,0.0366
0.0414,0.0661,0.0647,0.2214,0.0566,0.0412
0.05535,0.0743,0.07555,0.26795,0.0759,0.06265
0.0918,0.1348,0.1161,0.2765,0.0706,0.0445
0.0497,0.0712,0.0674,0.2337,0.0672,0.0567
0.06385,0.09425,0.1062,0.2655,0.13675,0.08455
0.0642,0.0997,0.1186,0.3055,0.183,0.1175
0.0511,0.08965,0.0921,0.3413,0.2072,0.11565
0.0565,0.0856,0.1063,0.3729,0.1756,0.1162
0.06465,0.0963,0.1081,0.3375,0.20195,0.1244
0.0639,0.0915,0.1167,0.3399,0.1656,0.1237
0.05885,0.0943,0.09625,0.36745,0.1631,0.11935
0.0606,0.0877,0.0981,0.3846,0.1582,0.113
0.06665,0.09525,0.1124,0.3793,0.20185,0.12675
0.07165,0.09565,0.1139,0.28175,0.16825,0.1115
0.0669,0.0936,0.1097,0.3329,0.22285,0.1479
0.08415,0.0886,0.0853,0.0919,0.09545,0.08085
-0.00575,-0.00495,-0.01375,-0.00945,0.0065,0.008
-0.0331,-0.022,-0.0288,-0.0204,0.0251,0.0335
-0.0339,-0.0225,-0.029,-0.0205,0.0013,0.0038
0.0184,0.0151,0.009,0.0098,0.0156,0.015
0.0179,0.015,0.009,0.0099,0.0156,0.0147
0.0229,0.0194,0.0139,0.014,0.0188,0.0175
0.03195,0.02955,0.0206,0.01915,0.0217,0.0209
0.02925,0.02485,0.01605,0.01435,0.0158,0.01425
0.02635,0.01915,0.01125,0.0093,0.01025,0.0093
0.0228,0.02225,0.0152,0.01255,0.0159,0.01505
-0.0038,-0.0019,-0.0128,-0.0067,0.0106,0.0089
0.0274,0.0184,0.0133,0.012,0.0109,0.0107
0.02735,0.01925,0.0123,0.01035,0.01055,0.0113
0.0256,0.0194,0.0123,0.011,0.0126,0.0113
0.0254,0.01945,0.01185,0.01045,0.0139,0.013
0.0226,0.01775,0.00995,0.00895,0.0131,0.01265
0.0176,0.01335,0.0071,0.005,0.01145,0.0104
0.0152,0.009,0.003,0.0018,0.0048,0.0046
0.0151,0.00955,0.00315,0.00235,0.0033,0.0033
0.01425,0.01545,0.00745,0.0119,0.01015,0.00765
0.0155,0.0342,0.0222,0.22545,0.08345,0.0368
0.0236,0.0171,0.0095,0.0085,0.0116,0.0101
0.02435,0.01985,0.01415,0.01295,0.01295,0.01155
0.0251,0.0233,0.0135,0.01185,0.012,0.0105
0.0316,0.0283,0.0202,0.0197,0.0199,0.019
0.0312,0.0292,0.0239,0.0237,0.0231,0.0202
0.0274,0.017,0.0083,0.0033,0.0069,0.0086
0.0255,0.01805,0.0078,0.0038,0.01195,0.01205
0.02775,0.02045,0.0083,0.00455,0.00935,0.0091
0.0233,0.0185,0.0079,0.00295,0.00935,0.01
0.0226,0.0143,0.0068,0.0028,0.0107,0.0157
0.0212,0.01395,0.0054,0.0011,0.0014,0.00175
0.01815,0.01365,0.00575,0.00305,0.0088,0.00775
0.0239,0.0186,0.01055,0.0084,0.00695,0.0063
0.0192,0.0161,0.0078,0.0054,0.0085,0.0084
0.018,0.01385,0.00625,0.00345,0.00475,0.00435
0.01955,0.0144,0.00705,0.0029,0.00385,0.0036
0.019,0.0149,0.00745,0.0041,0.00525,0.00495
0.0198,0.0142,0.006,0.002,0.0027,0.0022
0.01945,0.0136,0.00695,0.0027,0.0037,0.0036
0.02695,0.03155,0.0223,0.05505,0.03405,0.02125
0.0213,0.0443,0.0357,0.2094,0.1148,0.0597
0.019,0.0145,0.008,0.0055,0.0037,0.0027
0.0157,0.012,0.0048,0.0025,0.0037,0.0028
0.03075,0.04675,0.03775,0.18365,0.09955,0.0505
0.0262,0.0455,0.0316,0.2083,0.0932,0.0442
0.0284,0.0506,0.0381,0.2336,0.1205,0.0599
0.01635,0.01805,0.01035,0.05245,0.0191,0.0131
0.0226,0.0405,0.0275,0.2304,0.0901,0.044
0.0166,0.0375,0.0234,0.2367,0.086,0.0391
0.0125,0.0325,0.0193,0.1813,0.0691,0.0335
0.0673,0.0857,0.0779,0.2374,0.1026,0.0697
0.0226,0.0468,0.0312,0.238,0.1028,0.0556
0.0737,0.1361,0.11935,0.24795,0.1698,0.10485
0.02135,0.02955,0.0158,0.0936,0.04345,0.0251
0.0245,0.0297,0.017,0.0589,0.02665,0.0207
0.02475,0.0539,0.03815,0.21795,0.0956,0.05745
0.0478,0.0788,0.0596,0.2823,0.1016,0.0504
0.5333,0.4568,0.4122,0.40365,0.0902,0.07265
0.0174,0.0362,0.0192,0.2051,0.0718,0.0329
0.1108,0.1579,0.1325,0.2914,0.09865,0.05975
0.02085,0.0386,0.0196,0.17935,0.0563,0.03085
0.0941,0.12875,0.1137,0.2711,0.07985,0.0564
0.0224,0.0432,0.025,0.3158,0.1176,0.0534
0.015,0.0312,0.01755,0.1944,0.08305,0.03535
0.0195,0.0399,0.02565,0.22815,0.0786,0.0378
0.02925,0.04795,0.0357,0.23295,0.0918,0.05065
0.5387,0.525,0.5089,0.4515,0.0953,0.0922
0.04225,0.05505,0.05245,0.2146,0.14045,0.0808
0.03395,0.0507,0.045,0.21235,0.1462,0.0869
0.0406,0.0494,0.0524,0.1154,0.1237,0.1112
0.02155,0.0392,0.03105,0.2019,0.1094,0.0579
0.0234,0.0404,0.0346,0.1648,0.0925,0.0547
0.02745,0.0466,0.04765,0.1747,0.1327,0.0737
0.0292,0.04345,0.0399,0.1799,0.14125,0.07995
0.0246,0.0429,0.0322,0.2052,0.1284,0.0663
0.0253,0.0524,0.0425,0.1968,0.1309,0.0684
0.02705,0.0407,0.04135,0.16715,0.1306,0.0776
0.0403,0.0578,0.0537,0.1715,0.1303,0.0744
0.0296,0.0401,0.0411,0.1419,0.0679,0.0593
0.0252,0.0437,0.0424,0.1657,0.1252,0.0759
0.02765,0.044,0.04185,0.18565,0.12355,0.07465
0.0323,0.0469,0.0469,0.1692,0.13975,0.08645
0.0318,0.0441,0.0537,0.1692,0.1602,0.1176
0.0326,0.0499,0.0463,0.1751,0.1528,0.0943
0.0351,0.05385,0.0515,0.18165,0.11955,0.07795
0.03875,0.05775,0.057,0.1665,0.13315,0.1043
0.0548,0.06365,0.0615,0.10455,0.1175,0.1122
0.04025,0.05365,0.0565,0.1307,0.13185,0.12105
0.034,0.053,0.0569,0.1473,0.1259,0.1182
0.035,0.0543,0.0537,0.1871,0.1537,0.1143
0.0295,0.0443,0.04845,0.15265,0.14095,0.10535
0.0413,0.052,0.0635,0.1375,0.159,0.1418
0.01935,0.0381,0.0288,0.16485,0.07505,0.04585
0.0228,0.0443,0.0302,0.1359,0.0685,0.0447
0.0457,0.0693,0.0687,0.1813,0.1151,0.069
0.0282,0.0393,0.0308,0.1014,0.0592,0.0364
0.0181,0.0379,0.0289,0.201,0.0829,0.044
0.032,0.05125,0.0408,0.1974,0.11805,0.0715
0.0267,0.0486,0.0359,0.228,0.1311,0.0721
0.026,0.0447,0.03735,0.1878,0.1124,0.06085
0.0269,0.0432,0.0338,0.1568,0.0849,0.0505
0.02835,0.04905,0.0429,0.25595,0.1332,0.06765
0.0295,0.0435,0.0302,0.1479,0.0829,0.0457
0.0332,0.0491,0.0416,0.2007,0.0986,0.0609
0.0232,0.0432,0.028,0.21905,0.10525,0.0507
0.0144,0.03345,0.0195,0.2012,0.0715,0.0307
0.0169,0.0316,0.0193,0.151,0.0436,0.0337
0.24275,0.25455,0.2606,0.3354,0.1658,0.1193
0.024,0.0375,0.0258,0.1469,0.0682,0.0408
0.0382,0.0791,0.0401,0.2465,0.0815,0.0499
0.0311,0.0528,0.045,0.2242,0.0763,0.0382
0.023,0.0371,0.0193,0.15,0.0419,0.027
0.0458,0.0803,0.0755,0.3041,0.1591,0.0875
0.0458,0.0778,0.0562,0.2282,0.0714,0.0364
0.0937,0.091,0.0839,0.1471,0.036,0.0244
0.03825,0.0719,0.0472,0.1764,0.05565,0.03305
0.5027,0.4758,0.4548,0.38,0.0684,0.0584
0.06275,0.08035,0.0819,0.2511,0.0946,0.05605
0.29735,0.2651,0.2407,0.20905,0.03255,0.02765
0.6811,0.595,0.6111,0.6306,0.129,0.1289
0.3387,0.2392,0.2275,0.3412,0.049,0.0462
0.06395,0.0492,0.0332,0.16955,0.0613,0.0371
0.0549,0.0621,0.0323,0.0759,0.029,0.0189
0.13695,0.15075,0.1448,0.18275,0.10225,0.08315
0.8146,0.8072,0.7989,0.7461,0.1121,0.1243
0.4995,0.4347,0.39435,0.33835,0.03205,0.0349
0.656,0.6428,0.5912,0.521,0.0568,0.0631
0.98965,0.97575,0.98405,0.90215,0.153,0.11865
0.0207,0.03615,0.0244,0.1585,0.0592,0.03815
0.7557,0.7575,0.765,0.6711,0.1307,0.1306
0.53575,0.53525,0.5267,0.53235,0.05715,0.0704
0.172,0.1601,0.1382,0.2079,0.1107,0.0799
0.3782,0.31975,0.2771,0.23945,0.0421,0.0461
0.7193,0.7607,0.7193,0.6385,0.1589,0.1562
0.8687,0.896,0.9246,0.8845,0.1767,0.19855
0.0126,0.02745,0.01925,0.134,0.03625,0.0237
0.0521,0.0755,0.0738,0.1951,0.07075,0.0527
0.0215,0.038,0.029,0.1455,0.0553,0.0353
0.0502,0.0698,0.0653,0.2022,0.0521,0.0357
0.0228,0.04815,0.0428,0.1682,0.0527,0.0334
0.0967,0.1228,0.123,0.3094,0.0997,0.0615
0.04125,0.0603,0.0538,0.2357,0.0797,0.049
0.03285,0.0541,0.05175,0.2485,0.13085,0.0698
0.03215,0.05515,0.0556,0.2161,0.0848,0.048
0.1591,0.1681,0.15835,0.2464,0.0906,0.0647
0.18875,0.20855,0.213,0.30825,0.0888,0.0916
0.0499,0.0814,0.0927,0.287,0.2202,0.1187
0.1249,0.15275,0.16375,0.3335,0.17655,0.12605
0.08775,0.11355,0.13005,0.3194,0.1977,0.12605
0.03915,0.0726,0.07185,0.29105,0.1769,0.0946
0.06055,0.0862,0.09635,0.33655,0.1807,0.13205
0.03435,0.0642,0.0554,0.3363,0.1837,0.0977
0.0583,0.0871,0.0937,0.3569,0.1967,0.1315
0.0664,0.0935,0.1151,0.2834,0.1895,0.1454
0.0257,0.0145,0.0064,0.0063,0.0127,0.0126
0.02005,0.01015,7.0E-4,8.5E-4,0.0112,0.0117
-0.0053,-0.0107,-0.0202,-0.0176,-0.0011,5.0E-4
0.22485,0.2397,0.24635,0.25485,0.1909,0.1264
0.0019,0.0014,-0.00745,-0.00345,0.0137,0.01425
0.0093,0.0043,-0.0046,-0.0022,0.013,0.0134
-0.0168,-0.01345,-0.0209,-0.01545,0.0049,0.0104
0.0403,0.0351,0.0256,0.0244,0.0289,0.02775
0.0245,0.0193,0.0123,0.0126,0.0169,0.0159
0.02325,0.02055,0.0122,0.01145,0.01625,0.0199
-0.09415,-0.05245,-0.06825,-0.03745,0.0209,0.02725
0.0298,0.0241,0.0162,0.0138,0.0167,0.0153
0.0248,0.0172,0.0096,0.0067,0.0086,0.0076
0.02155,0.0174,0.00975,0.0083,0.0104,0.0088
0.0259,0.0185,0.0124,0.012,0.0116,0.0097
0.0279,0.0219,0.01535,0.0137,0.01285,0.0111
0.0281,0.0209,0.01445,0.01275,0.012,0.0105
0.0232,0.0158,0.0096,0.0074,0.0124,0.0121
0.0213,0.0156,0.0084,0.00725,0.0107,0.01075
0.0211,0.0149,0.0086,0.0063,0.0075,0.0088
0.0218,0.01595,0.00905,0.0073,0.0091,0.0089
0.0243,0.02195,0.0143,0.01265,0.0164,0.0154
0.01005,0.0078,0.00145,0.00125,0.0012,0.00145
0.0234,0.0173,0.0093,0.0096,0.0092,0.0079
0.0161,0.0392,0.0263,0.2738,0.097,0.0426
0.02085,0.0374,0.03085,0.1628,0.09515,0.051
0.0192,0.0376,0.0269,0.1857,0.0803,0.0411
0.0154,0.0178,0.0102,0.0175,0.0208,0.0129
0.01405,0.01085,0.00375,0.00255,0.0064,0.0059
0.019,0.0146,0.0075,0.0057,0.0074,0.0074
0.0226,0.0195,0.0115,0.008,0.0086,0.0075
0.0247,0.0215,0.0146,0.0127,0.0123,0.0107
0.0259,0.0221,0.01465,0.01325,0.01365,0.01185
0.0257,0.0235,0.0178,0.0158,0.0174,0.0159
0.0275,0.0245,0.01845,0.01625,0.01845,0.01635
0.02785,0.0259,0.01965,0.0184,0.01715,0.0151
0.0274,0.0243,0.0197,0.0184,0.0183,0.0176
0.0276,0.0245,0.02,0.0186,0.0175,0.0153
0.0256,0.0183,0.0082,0.0069,0.0137,0.0137
0.0234,0.01775,0.0077,0.00295,0.00415,0.0042
0.01715,0.0138,0.0031,3.5E-4,0.0021,0.00235
0.0222,0.0149,0.006,0.0011,0.002,0.0017
0.0215,0.0143,0.0055,0.002,0.0016,0.0016
0.0208,0.01425,0.00625,0.00195,0.00365,0.00415
0.0216,0.0164,0.0075,0.0043,0.0068,0.0072
0.01955,0.0131,0.0059,0.0041,0.0065,0.0063
0.0209,0.0139,0.0062,0.0031,0.0052,0.0056
0.0211,0.01635,0.00865,0.01205,0.01155,0.0104
0.0191,0.0137,0.0063,0.0031,0.0035,0.0039
0.0214,0.0238,0.0158,0.0695,0.0321,0.0179
0.0341,0.0544,0.0454,0.24695,0.14495,0.07265
0.026,0.0448,0.0332,0.207,0.1065,0.0521
0.0215,0.0363,0.024,0.1613,0.0705,0.035
0.0183,0.0288,0.0187,0.1487,0.0574,0.0271
0.0387,0.0598,0.0515,0.245,0.1283,0.0764
0.015,0.038,0.0234,0.2372,0.0898,0.0424
0.01665,0.0414,0.0257,0.246,0.10815,0.0502
0.02535,0.05205,0.03375,0.2462,0.08965,0.0418
0.0346,0.0491,0.04055,0.16635,0.054,0.05065
0.0363,0.0543,0.0416,0.1751,0.0998,0.0474
0.6946,0.68235,0.6818,0.63245,0.1063,0.0965
0.0358,0.0464,0.027,0.1841,0.0885,0.0458
0.0285,0.03255,0.0167,0.0194,0.0114,0.00955
0.10945,0.1426,0.12555,0.2726,0.12685,0.0876
0.05475,0.0763,0.0615,0.3091,0.124,0.06105
0.76645,0.7649,0.7492,0.6242,0.07315,0.05525
0.3153,0.3295,0.3122,0.3663,0.0783,0.0453
0.1616,0.2053,0.2055,0.2332,0.0675,0.0639
0.6868,0.66595,0.65565,0.5758,0.0697,0.06775
0.036,0.0593,0.0563,0.2331,0.0865,0.0605
0.2884,0.30445,0.29985,0.3448,0.06535,0.0555
0.0249,0.0436,0.0331,0.2181,0.08805,0.04975
0.66805,0.6456,0.6344,0.58935,0.11845,0.0952
0.0469,0.0491,0.0421,0.1731,0.0546,0.0408
0.03955,0.0508,0.0483,0.18775,0.1595,0.1006
0.04035,0.0581,0.0529,0.20115,0.1441,0.0826
0.0335,0.0466,0.0422,0.1868,0.0712,0.0621
0.03175,0.0548,0.04445,0.1899,0.12975,0.0702
0.0335,0.0582,0.048,0.2695,0.1659,0.0866
0.022,0.0352,0.0328,0.1299,0.1049,0.0661
0.0362,0.0487,0.0323,0.1066,0.0559,0.0436
0.0316,0.0593,0.0443,0.1566,0.1321,0.0859
0.0172,0.0366,0.0307,0.1562,0.0936,0.0528
0.0247,0.0376,0.03685,0.15125,0.12845,0.0766
0.0356,0.0466,0.0483,0.1582,0.11835,0.07705
0.0309,0.0425,0.0436,0.1537,0.1146,0.079
0.0312,0.0528,0.0468,0.1895,0.1447,0.0855
0.03665,0.0476,0.051,0.13575,0.13415,0.1049
0.0416,0.0682,0.058,0.1458,0.1272,0.1111
0.0528,0.0629,0.0627,0.1687,0.118,0.1072
0.03905,0.05445,0.0534,0.1647,0.14955,0.1108
0.0435,0.0471,0.0523,0.1097,0.1311,0.1212
0.0547,0.0663,0.0672,0.1308,0.1473,0.1457
0.0442,0.0623,0.0594,0.1475,0.1281,0.0964
0.0368,0.0541,0.051,0.1307,0.1351,0.1172
0.05335,0.0716,0.06185,0.1507,0.14805,0.12585
0.0253,0.03735,0.0415,0.11745,0.1114,0.0933
0.0323,0.05235,0.048,0.2083,0.12035,0.07565
0.0173,0.0357,0.0234,0.1801,0.0896,0.044
0.0187,0.03855,0.02725,0.18505,0.08465,0.04315
0.0711,0.1106,0.1135,0.1935,0.1922,0.1447
0.01695,0.0393,0.02525,0.2,0.09275,0.04595
0.016,0.0336,0.0234,0.1633,0.08615,0.04145
0.01455,0.0336,0.0192,0.1666,0.0781,0.03635
0.0366,0.0557,0.0466,0.2106,0.1292,0.07445
0.0814,0.1093,0.1141,0.2709,0.0992,0.0688
0.0156,0.02055,0.01115,0.0459,0.02225,0.0134
0.0214,0.0391,0.0222,0.2364,0.0774,0.035
0.0191,0.0211,0.0128,0.0068,0.00425,0.00235
0.0141,0.0338,0.0184,0.2061,0.0823,0.0354
0.0196,0.01795,0.0089,0.0114,0.00275,0.0042
0.0181,0.0192,0.0094,0.0661,0.0257,0.0147
0.0231,0.0194,0.0092,0.0306,0.0266,0.0187
0.0119,0.0228,0.0105,0.1047,0.0364,0.0169
0.0232,0.0377,0.0191,0.1166,0.0341,0.0217
0.0269,0.061,0.0402,0.1996,0.0848,0.0475
0.491,0.5122,0.5168,0.4891,0.1479,0.1201
0.0241,0.0452,0.0307,0.2515,0.12,0.0617
0.6614,0.6366,0.6224,0.5566,0.1241,0.0959
0.02755,0.04545,0.03935,0.1907,0.10225,0.05335
0.01985,0.03935,0.0267,0.20845,0.08755,0.0504
0.03485,0.06585,0.0394,0.24255,0.1022,0.0602
0.0589,0.0973,0.0722,0.302,0.1944,0.1018
0.2843,0.2789,0.2743,0.3074,0.1076,0.0798
0.0313,0.0426,0.0238,0.1723,0.0451,0.031
0.05795,0.0834,0.08105,0.2499,0.1632,0.11055
0.0716,0.1062,0.0832,0.2604,0.0993,0.0618
0.0489,0.0686,0.061,0.2045,0.0866,0.0498
0.5874,0.568,0.6077,0.5681,0.0334,0.0382
0.058,0.0702,0.0387,0.0402,0.0287,0.0271
0.5578,0.589,0.5914,0.5432,0.0351,0.0387
0.0967,0.1074,0.1055,0.1892,0.0823,0.0505
0.5711,0.5958,0.6018,0.5576,0.0469,0.0504
0.1037,0.1208,0.1134,0.1897,0.0682,0.0575
0.734,0.7231,0.7262,0.692,0.0847,0.0919
0.1616,0.13875,0.1176,0.13905,0.02905,0.0414
0.5973,0.5515,0.52385,0.4662,0.06645,0.0762
0.6646,0.6767,0.6837,0.6355,0.0737,0.0898
0.8489,0.9115,0.9478,0.8488,0.1907,0.1834
0.0759,0.0967,0.0917,0.2204,0.066,0.0512
0.9424,0.9601,0.9826,0.9259,0.125,0.1391
0.3987,0.297,0.2133,0.1567,0.0412,0.0479
0.9565,0.96965,0.95245,0.85815,0.17105,0.1895
0.56805,0.50035,0.449,0.38725,0.08815,0.089
0.44995,0.47165,0.4725,0.4888,0.15705,0.1605
0.25035,0.2472,0.24545,0.28115,0.16575,0.1698
0.417,0.37325,0.34915,0.31355,0.0549,0.05885
0.01705,0.0305,0.02125,0.13385,0.0342,0.02095
0.01185,0.0239,0.0186,0.10795,0.0348,0.02835
0.147,0.1796,0.1763,0.2923,0.1383,0.137
0.0322,0.0466,0.0389,0.1793,0.041,0.031
0.03815,0.0646,0.0541,0.21025,0.0437,0.0375
0.0727,0.0942,0.086,0.238,0.063,0.0421
0.0544,0.0779,0.07135,0.25205,0.09485,0.05715
0.0671,0.1082,0.0845,0.2535,0.0431,0.0382
0.01555,0.03685,0.02405,0.16095,0.04165,0.02325
0.1276,0.15175,0.1474,0.25275,0.0718,0.0548
0.0253,0.0454,0.046,0.208,0.0782,0.0429
0.07215,0.09175,0.08345,0.23825,0.1017,0.06085
0.10455,0.13415,0.15915,0.33435,0.19825,0.1216
0.05135,0.083,0.10135,0.3771,0.18565,0.11945
0.05135,0.08345,0.087,0.34415,0.19845,0.11215
0.0471,0.0787,0.0813,0.3132,0.1705,0.0982
0.06295,0.0908,0.11985,0.3287,0.15535,0.0969
0.0431,0.0682,0.0784,0.2761,0.1471,0.0939
0.06765,0.10115,0.12605,0.33435,0.16335,0.10775
0.0754,0.1086,0.1383,0.3733,0.1818,0.1332
0.0272,0.0175,0.0072,0.0107,0.027,0.026
0.0289,0.0214,0.011,0.0091,0.0134,0.0125
0.0398,0.0288,0.0206,0.01725,0.02205,0.02745
0.0131,0.0098,-4.0E-4,0.0018,0.01385,0.0144
0.0067,0.0059,-0.0021,0.0021,0.0163,0.0163
0.0052,0.00245,-0.00685,-0.00325,0.00995,0.01125
0.0215,0.01995,0.01285,0.0158,0.0274,0.0282
-0.0929,-0.05485,-0.07445,-0.04615,0.00975,0.01575
-0.0089,-0.0031,-0.00895,-0.0029,0.0117,0.0128
0.0309,0.0241,0.0167,0.0161,0.0222,0.0206
0.00775,0.0107,0.0021,0.00515,0.01615,0.01675
2.5E-4,0.00465,-0.00415,-8.5E-4,0.01105,0.0116
0.0239,0.0228,0.0145,0.0134,0.0179,0.0168
0.0231,0.0201,0.0133,0.0125,0.01745,0.01625
0.0175,0.015,0.0098,0.011,0.0124,0.0104
0.0282,0.0225,0.0155,0.0132,0.0157,0.0155
0.0291,0.0212,0.0145,0.013,0.0136,0.0127
0.0279,0.02035,0.01365,0.01125,0.01195,0.0121
0.0237,0.0157,0.009,0.0066,0.009,0.0096
0.018,0.0161,0.0088,0.00815,0.0091,0.0095
0.0193,0.0177,0.0094,0.00935,0.0131,0.01215
0.01415,0.01195,0.00515,0.00525,0.00705,0.0062
0.0379,0.0345,0.0276,0.042,0.0286,0.0263
0.02765,0.0451,0.0378,0.2221,0.1284,0.0671
0.01495,0.0131,0.0039,0.0034,0.0054,0.0052
0.0157,0.0323,0.01825,0.16945,0.0626,0.0325
0.0217,0.01835,0.0102,0.0075,0.0084,0.00775
0.0235,0.0196,0.0105,0.009,0.01075,0.0098
0.0225,0.0213,0.015,0.0126,0.0128,0.0111
0.0246,0.0229,0.0167,0.0146,0.015,0.013
0.0268,0.02365,0.01755,0.016,0.01635,0.01405
0.0287,0.0263,0.0207,0.01925,0.0176,0.01605
0.0304,0.0282,0.0227,0.0228,0.0239,0.0207
0.03325,0.0322,0.0262,0.0247,0.02445,0.02145
0.02435,0.01645,0.00725,0.0027,0.00195,0.0019
0.02345,0.0167,0.00795,0.0026,0.0018,0.00135
0.0246,0.0168,0.0076,0.0023,0.0022,0.0026
0.0211,0.0145,0.0063,0.0025,0.0073,0.0075
0.0208,0.0147,0.0064,0.0019,0.0067,0.0069
0.02045,0.01285,0.0054,0.0022,0.00415,0.0043
0.021,0.0173,0.009,0.0032,0.0059,0.0058
0.0183,0.015,0.0097,0.0088,0.0111,0.0101
0.023,0.0452,0.0371,0.2338,0.1257,0.0628
0.0181,0.01525,0.00475,0.00345,0.00315,0.0024
0.012,0.00955,0.0014,0.0035,0.0032,0.00285
0.035,0.0516,0.0445,0.22255,0.1333,0.0688
0.0231,0.0414,0.0302,0.1923,0.0931,0.0458
0.0183,0.0332,0.0227,0.182,0.0758,0.0348
0.01645,0.01405,0.00455,0.00535,0.0029,0.0028
0.02625,0.0514,0.0384,0.25315,0.1327,0.0646
0.0176,0.0438,0.0284,0.2362,0.0932,0.0475
0.0474,0.0606,0.0598,0.1871,0.1215,0.094
0.1753,0.2173,0.2118,0.3204,0.14,0.0818
0.031,0.0469,0.0346,0.2142,0.088,0.0468
0.88695,0.8891,0.87955,0.77515,0.09865,0.10225
0.61165,0.60905,0.5991,0.5325,0.09335,0.0814
0.0261,0.04285,0.02185,0.16125,0.06045,0.02875
0.0656,0.105,0.0716,0.2855,0.0888,0.044
0.4432,0.3993,0.3399,0.27735,0.0343,0.041
0.421,0.4351,0.3831,0.3393,0.1059,0.0789
0.5643,0.49755,0.45885,0.3993,0.07775,0.0745
0.0271,0.0624,0.0304,0.2459,0.0759,0.0429
0.10815,0.1298,0.10435,0.21655,0.106,0.0578
0.1705,0.2166,0.2224,0.2688,0.1088,0.076
0.6802,0.7064,0.7023,0.6159,0.1257,0.1126
0.3482,0.3436,0.3286,0.4022,0.1219,0.0742
0.4794,0.4705,0.4532,0.4081,0.0776,0.0886
0.4757,0.51045,0.51895,0.55195,0.1474,0.129
0.0492,0.0669,0.0631,0.2173,0.1636,0.0937
0.0295,0.045,0.0382,0.1768,0.1423,0.078
0.03265,0.04515,0.04195,0.156,0.1352,0.0775
0.0232,0.03235,0.0287,0.1376,0.07185,0.0462
0.02835,0.0415,0.0339,0.14885,0.11375,0.06295
0.0287,0.0521,0.037,0.1655,0.07675,0.0524
0.0357,0.0659,0.0412,0.144,0.1047,0.0615
0.0233,0.0394,0.0346,0.152,0.1071,0.0621
0.0251,0.0517,0.0502,0.1548,0.1136,0.0654
0.0194,0.0348,0.026,0.1574,0.1,0.053
0.02415,0.0393,0.0354,0.1479,0.11595,0.0674
0.0468,0.0581,0.0595,0.14575,0.1478,0.11965
0.069,0.0806,0.08455,0.19515,0.1562,0.1261
0.0285,0.0404,0.0506,0.129,0.1103,0.0762
0.18675,0.178,0.166,0.19825,0.14115,0.12395
0.0364,0.0478,0.0515,0.1349,0.1284,0.1179
0.0458,0.0629,0.0664,0.1444,0.1291,0.1225
0.02815,0.0596,0.0417,0.1949,0.10245,0.0555
0.02575,0.05,0.04205,0.1697,0.11495,0.06625
0.03725,0.0507,0.04765,0.1487,0.12985,0.09885
0.03095,0.04805,0.04665,0.1767,0.1008,0.0605
0.01635,0.0436,0.0247,0.22765,0.0897,0.0462
0.015,0.0361,0.0224,0.2072,0.0798,0.041
0.0354,0.0618,0.0528,0.245,0.1529,0.0984
0.0295,0.0724,0.0562,0.1632,0.0856,0.0714
0.02645,0.04755,0.0365,0.2017,0.11975,0.06665
0.0479,0.07655,0.07135,0.2096,0.14755,0.0865
0.0234,0.04505,0.03505,0.20815,0.10945,0.05975
0.0162,0.03475,0.0216,0.1479,0.0684,0.0332
0.0224,0.0449,0.0327,0.2098,0.114,0.0586
0.0243,0.0497,0.037,0.2517,0.1108,0.061
0.0162,0.0387,0.023,0.1917,0.0821,0.0453
0.0262,0.0502,0.0379,0.2281,0.1189,0.0638
0.0239,0.04425,0.0295,0.1378,0.04,0.02605
0.0295,0.04685,0.03795,0.21515,0.0964,0.06035
0.0206,0.03675,0.0239,0.1731,0.06385,0.03365
